gene_id,id,name,type,kegg,pfam,ec_number,description,category,super_class,family,organism
NtG_00297,thioesterase,thioesterase,protein,,PF00561;PF00756,EC 2.3.1.-; EC 3.1.2.-,thioesterase - enzyme for Hexanoic acid (Caproic acid) biosynthesis,Acid (Fatty acid),Acid,Acid,Nicotiana tabacum
NtG_00298,heptanoyl-CoA_pathway,heptanoyl-CoA_pathway,protein,,,EC 2.3.1.-; EC 3.1.2.-,heptanoyl-CoA_pathway - enzyme for Heptanoic acid (Enanthic acid) biosynthesis,Acid (Fatty acid),Acid,Acid,Nicotiana tabacum
NtG_00299,FAS,FAS,protein,,,EC 2.3.1.-; EC 3.1.2.-,FAS - enzyme for Heptanoic acid (Enanthic acid) biosynthesis,Acid (Fatty acid),Acid,Acid,Nicotiana tabacum
NtG_00300,nonanoyl-CoA_pathway,nonanoyl-CoA_pathway,protein,,,EC 2.3.1.-; EC 3.1.2.-,nonanoyl-CoA_pathway - enzyme for Nonanoic acid (Pelargonic acid) biosynthesis,Acid (Fatty acid),Acid,Acid,Nicotiana tabacum
NtG_00301,undecanoyl-CoA_pathway,undecanoyl-CoA_pathway,protein,,,EC 2.3.1.-; EC 3.1.2.-,undecanoyl-CoA_pathway - enzyme for Undecanoic acid biosynthesis,Acid (Fatty acid),Acid,Acid,Nicotiana tabacum
NtG_00302,stearoyl-CoA_desaturase,stearoyl-CoA_desaturase,protein,K00507,,EC 1.14.19.1; EC 3.1.2.-,stearoyl-CoA_desaturase - enzyme for Oleic acid biosynthesis,Acid (Fatty acid),Acid,Acid,Nicotiana tabacum
NtG_00303,oleoyl-CoA_desaturase,oleoyl-CoA_desaturase,protein,,,EC 1.14.19.-; EC 3.1.2.-,oleoyl-CoA_desaturase - enzyme for Linoleic acid biosynthesis,Acid (Fatty acid),Acid,Acid,Nicotiana tabacum
NtG_00304,linoleoyl-CoA_desaturase,linoleoyl-CoA_desaturase,protein,,,EC 1.14.19.-; EC 3.1.2.-,linoleoyl-CoA_desaturase - enzyme for Linolenic acid (α-Linolenic acid) biosynthesis,Acid (Fatty acid),Acid,Acid,Nicotiana tabacum
NtG_00305,benzaldehyde_dehydrogenase,benzaldehyde_dehydrogenase,protein,,PF00498;PF08640,EC 1.2.1.-; EC 4.3.1.5,benzaldehyde_dehydrogenase - enzyme for Benzoic acid biosynthesis,Acid (Aromatic acid),Acid,Acid,Nicotiana tabacum
NtG_00306,phenylalanine_pathway,phenylalanine_pathway,protein,,,EC 1.2.1.-; EC 4.3.1.5,phenylalanine_pathway - enzyme for Benzoic acid biosynthesis,Acid (Aromatic acid),Acid,Acid,Nicotiana tabacum
NtG_00307,isochorismate_synthase,isochorismate_synthase,protein,K01851,PF00288;PF00155,EC 5.4.4.2; EC 4.1.99.-,isochorismate_synthase - enzyme for Salicylic acid biosynthesis,Acid (Aromatic acid),Acid,Acid,Nicotiana tabacum
NtG_00308,isochorismate_pyruvate_lyase,isochorismate_pyruvate_lyase,protein,K01851,PF00274;PF00682,EC 5.4.4.2; EC 4.1.99.-,isochorismate_pyruvate_lyase - enzyme for Salicylic acid biosynthesis,Acid (Aromatic acid),Acid,Acid,Nicotiana tabacum
NtG_00309,salicylate_5-hydroxylase,salicylate_5-hydroxylase,protein,,,EC 1.14.13.-,"salicylate_5-hydroxylase - enzyme for Gentisic acid (2,5-Dihydroxybenzoic acid) biosynthesis",Acid (Aromatic acid),Acid,Acid,Nicotiana tabacum
NtG_00310,protocatechuate_5-hydroxylase,protocatechuate_5-hydroxylase,protein,,,EC 1.14.-.-; EC 4.2.3.-,protocatechuate_5-hydroxylase - enzyme for Gallic acid biosynthesis,Acid (Aromatic acid),Acid,Acid,Nicotiana tabacum
NtG_00311,shikimate_pathway,shikimate_pathway,protein,,,EC 1.14.-.-; EC 4.2.3.-,shikimate_pathway - enzyme for Gallic acid biosynthesis,Acid (Aromatic acid),Acid,Acid,Nicotiana tabacum
NtG_00312,pyruvate_kinase,pyruvate_kinase,protein,K00890,PF00069;PF00671,EC 2.7.1.40; EC 1.1.1.28,pyruvate_kinase - enzyme for Pyruvic acid biosynthesis,Acid (Keto acid),Acid,Acid,Nicotiana tabacum
NtG_00313,lactate_dehydrogenase,lactate_dehydrogenase,protein,K00890,PF00498;PF08640,EC 2.7.1.40; EC 1.1.1.28,lactate_dehydrogenase - enzyme for Pyruvic acid biosynthesis,Acid (Keto acid),Acid,Acid,Nicotiana tabacum
NtG_00314,3-hydroxybutyryl-CoA_dehydrogenase,3-hydroxybutyryl-CoA_dehydrogenase,protein,K00074,PF00498;PF08640,EC 1.1.1.157; EC 3.1.2.-,3-hydroxybutyryl-CoA_dehydrogenase - enzyme for 3-Hydroxybutyric acid biosynthesis,Acid (Hydroxy acid),Acid,Acid,Nicotiana tabacum
NtG_00315,succinate_dehydrogenase,succinate_dehydrogenase,protein,K00243,PF00498;PF08640,EC 1.3.5.1; EC 4.2.1.2,succinate_dehydrogenase - enzyme for Succinic acid biosynthesis,Acid (Dicarboxylic acid),Acid,Acid,Nicotiana tabacum
NtG_00316,fumarase,fumarase,protein,K00243,,EC 1.3.5.1; EC 4.2.1.2,fumarase - enzyme for Succinic acid biosynthesis,Acid (Dicarboxylic acid),Acid,Acid,Nicotiana tabacum
NtG_00317,malate_dehydrogenase,malate_dehydrogenase,protein,K00024,PF00498;PF08640,EC 1.1.1.37; EC 4.2.1.2,malate_dehydrogenase - enzyme for Malic acid biosynthesis,Acid (Hydroxy dicarboxylic acid),Acid,Acid,Nicotiana tabacum
NtG_00318,citrate_synthase,citrate_synthase,protein,K01647,PF00288;PF00155,EC 2.3.3.1; EC 2.3.3.8,citrate_synthase - enzyme for Citric acid biosynthesis,Acid (Hydroxy tricarboxylic acid),Acid,Acid,Nicotiana tabacum
NtG_00319,ATP-citrate_lyase,ATP-citrate_lyase,protein,K01647,PF00274;PF00682,EC 2.3.3.1; EC 2.3.3.8,ATP-citrate_lyase - enzyme for Citric acid biosynthesis,Acid (Hydroxy tricarboxylic acid),Acid,Acid,Nicotiana tabacum
NtG_00320,aconitase,aconitase,protein,K01695,,EC 4.2.1.3; EC 1.1.1.42,aconitase - enzyme for Isocitric acid biosynthesis,Acid (Hydroxy tricarboxylic acid),Acid,Acid,Nicotiana tabacum
NtG_00321,isocitrate_dehydrogenase,isocitrate_dehydrogenase,protein,K01695,PF00498;PF08640,EC 4.2.1.3; EC 1.1.1.42,isocitrate_dehydrogenase - enzyme for Isocitric acid biosynthesis,Acid (Hydroxy tricarboxylic acid),Acid,Acid,Nicotiana tabacum
NtG_00322,α-ketoglutarate_dehydrogenase,α-ketoglutarate_dehydrogenase,protein,K00036,PF00498;PF08640,EC 1.1.1.42; EC 1.2.4.2,α-ketoglutarate_dehydrogenase - enzyme for α-Ketoglutaric acid biosynthesis,Acid (Keto acid),Acid,Acid,Nicotiana tabacum
NtG_00323,pyruvate_carboxylase,pyruvate_carboxylase,protein,K01958,,EC 6.4.1.1; EC 4.1.1.31,pyruvate_carboxylase - enzyme for Oxaloacetic acid biosynthesis,Acid (Keto dicarboxylic acid),Acid,Acid,Nicotiana tabacum
NtG_00324,phosphoenolpyruvate_carboxylase,phosphoenolpyruvate_carboxylase,protein,K01958,,EC 6.4.1.1; EC 4.1.1.31,phosphoenolpyruvate_carboxylase - enzyme for Oxaloacetic acid biosynthesis,Acid (Keto dicarboxylic acid),Acid,Acid,Nicotiana tabacum
NtG_00325,shikimate_pathway_enzymes,shikimate_pathway_enzymes,protein,K00891,,EC 4.2.3.-; EC 2.7.1.71,shikimate_pathway_enzymes - enzyme for Shikimic acid biosynthesis,Acid (Hydroxy cyclohexane carboxylic acid),Acid,Acid,Nicotiana tabacum
NtG_00326,shikimate_dehydrogenase,shikimate_dehydrogenase,protein,K00014,PF00498;PF08640,EC 1.1.1.25; EC 1.1.1.24,shikimate_dehydrogenase - enzyme for Quinic acid biosynthesis,Acid (Hydroxy cyclohexane carboxylic acid),Acid,Acid,Nicotiana tabacum
NtG_00327,quinate_dehydrogenase,quinate_dehydrogenase,protein,K00014,PF00498;PF08640,EC 1.1.1.25; EC 1.1.1.24,quinate_dehydrogenase - enzyme for Quinic acid biosynthesis,Acid (Hydroxy cyclohexane carboxylic acid),Acid,Acid,Nicotiana tabacum
NtG_00328,hydroxycinnamoyl-CoA_quinate_transferase,hydroxycinnamoyl-CoA_quinate_transferase,protein,,PF00501;PF00583,EC 2.3.1.99,hydroxycinnamoyl-CoA_quinate_transferase - enzyme for Chlorogenic acid (5-Caffeoylquinic acid) biosynthesis,Acid (Phenolic acid ester),Acid,Acid,Nicotiana tabacum
NtG_00329,quinolinate_phosphoribosyltransferase,quinolinate_phosphoribosyltransferase,protein,K00767,PF00501;PF00583,EC 2.4.2.19; EC 2.4.2.11,"quinolinate_phosphoribosyltransferase - enzyme for Nicotinic acid (Niacin, Vitamin B3) biosynthesis",Acid (Heterocyclic acid),Acid,Acid,Nicotiana tabacum
NtG_00330,nicotinate-nucleotide_pyrophosphorylase,nicotinate-nucleotide_pyrophosphorylase,protein,K00767,,EC 2.4.2.19; EC 2.4.2.11,"nicotinate-nucleotide_pyrophosphorylase - enzyme for Nicotinic acid (Niacin, Vitamin B3) biosynthesis",Acid (Heterocyclic acid),Acid,Acid,Nicotiana tabacum
NtG_00331,pectin_methylesterase,pectin_methylesterase,protein,K01057,PF00561;PF00756,EC 3.1.1.11; EC 1.14.-.-,pectin_methylesterase - enzyme for Methanol biosynthesis,Alcohol,Alcohol,Alcohol,Nicotiana tabacum
NtG_00332,lignin_demethylase,lignin_demethylase,protein,K01057,,EC 3.1.1.11; EC 1.14.-.-,lignin_demethylase - enzyme for Methanol biosynthesis,Alcohol,Alcohol,Alcohol,Nicotiana tabacum
NtG_00333,propanal_reductase,propanal_reductase,protein,K00001,,EC 1.1.1.1; EC 4.3.1.19,propanal_reductase - enzyme for 1-Propanol biosynthesis,Alcohol,Alcohol,Alcohol,Nicotiana tabacum
NtG_00334,threonine_pathway,threonine_pathway,protein,K00001,,EC 1.1.1.1; EC 4.3.1.19,threonine_pathway - enzyme for 1-Propanol biosynthesis,Alcohol,Alcohol,Alcohol,Nicotiana tabacum
NtG_00335,secondary_alcohol_dehydrogenase,secondary_alcohol_dehydrogenase,protein,K00001,PF00498;PF08640,EC 1.1.1.1,secondary_alcohol_dehydrogenase - enzyme for 2-Propanol (Isopropanol) biosynthesis,Alcohol,Alcohol,Alcohol,Nicotiana tabacum
NtG_00336,butanal_reductase,butanal_reductase,protein,K00001,,EC 1.1.1.1; EC 1.2.1.-,butanal_reductase - enzyme for 1-Butanol biosynthesis,Alcohol,Alcohol,Alcohol,Nicotiana tabacum
NtG_00337,α-ketoisovalerate_decarboxylase,α-ketoisovalerate_decarboxylase,protein,K01568,PF00184;PF02784,EC 2.6.1.-; EC 4.1.1.1; EC 1.1.1.1,α-ketoisovalerate_decarboxylase - enzyme for Isobutanol (2-Methyl-1-propanol) biosynthesis,Alcohol,Alcohol,Alcohol,Nicotiana tabacum
NtG_00338,pentanal_reductase,pentanal_reductase,protein,K00001,,EC 1.1.1.1; EC 1.2.1.-,pentanal_reductase - enzyme for 1-Pentanol biosynthesis,Alcohol,Alcohol,Alcohol,Nicotiana tabacum
NtG_00339,3-methyl-2-butanone_reductase,3-methyl-2-butanone_reductase,protein,K00001,,EC 1.1.1.1,3-methyl-2-butanone_reductase - enzyme for 3-Methyl-2-butanol biosynthesis,Alcohol,Alcohol,Alcohol,Nicotiana tabacum
NtG_00340,hexanal_reductase,hexanal_reductase,protein,K00001,,EC 1.1.1.1; EC 1.13.11.12,hexanal_reductase - enzyme for 1-Hexanol biosynthesis,Alcohol,Alcohol,Alcohol,Nicotiana tabacum
NtG_00341,lipoxygenase_pathway,lipoxygenase_pathway,protein,K00001,PF04140;PF03171,EC 1.1.1.1; EC 1.13.11.12,lipoxygenase_pathway - enzyme for 1-Hexanol biosynthesis,Alcohol,Alcohol,Alcohol,Nicotiana tabacum
NtG_00342,#NAME?,#NAME?,protein,K00001,,EC 1.1.1.1; EC 1.13.11.12,#NAME?,Alcohol,Alcohol,Alcohol,Nicotiana tabacum
NtG_00343,#NAME?,#NAME?,protein,K00001,,EC 1.1.1.1; EC 1.13.11.12,#NAME?,Alcohol,Alcohol,Alcohol,Nicotiana tabacum
NtG_00344,heptanal_reductase,heptanal_reductase,protein,K00001,,EC 1.1.1.1,heptanal_reductase - enzyme for 1-Heptanol biosynthesis,Alcohol,Alcohol,Alcohol,Nicotiana tabacum
NtG_00345,lipoxygenase,lipoxygenase,protein,K00454,PF04140;PF03171,EC 1.13.11.12; EC 4.1.2.-; EC 1.1.1.1,lipoxygenase - enzyme for 1-Octen-3-ol biosynthesis,Alcohol,Alcohol,Alcohol,Nicotiana tabacum
NtG_00346,hydroperoxide_lyase,hydroperoxide_lyase,protein,K00454,PF00274;PF00682,EC 1.13.11.12; EC 4.1.2.-; EC 1.1.1.1,hydroperoxide_lyase - enzyme for 1-Octen-3-ol biosynthesis,Alcohol,Alcohol,Alcohol,Nicotiana tabacum
NtG_00347,octanal_reductase,octanal_reductase,protein,K00001,,EC 1.1.1.1,octanal_reductase - enzyme for 1-Octanol biosynthesis,Alcohol,Alcohol,Alcohol,Nicotiana tabacum
NtG_00348,nonanal_reductase,nonanal_reductase,protein,K00001,,EC 1.1.1.1,nonanal_reductase - enzyme for 1-Nonanol biosynthesis,Alcohol,Alcohol,Alcohol,Nicotiana tabacum
NtG_00349,decanal_reductase,decanal_reductase,protein,K00001,,EC 1.1.1.1,decanal_reductase - enzyme for 1-Decanol biosynthesis,Alcohol,Alcohol,Alcohol,Nicotiana tabacum
NtG_00350,dodecanal_reductase,dodecanal_reductase,protein,K00001,,EC 1.1.1.1,dodecanal_reductase - enzyme for 1-Dodecanol (Lauryl alcohol) biosynthesis,Alcohol,Alcohol,Alcohol,Nicotiana tabacum
NtG_00351,tetradecanal_reductase,tetradecanal_reductase,protein,K00001,,EC 1.1.1.1,tetradecanal_reductase - enzyme for 1-Tetradecanol (Myristyl alcohol) biosynthesis,Alcohol,Alcohol,Alcohol,Nicotiana tabacum
NtG_00352,hexadecanal_reductase,hexadecanal_reductase,protein,K00001,,EC 1.1.1.1,hexadecanal_reductase - enzyme for 1-Hexadecanol (Cetyl alcohol) biosynthesis,Alcohol,Alcohol,Alcohol,Nicotiana tabacum
NtG_00353,acetoin_reductase,acetoin_reductase,protein,K00004,,EC 1.1.1.4; EC 2.2.1.6,"acetoin_reductase - enzyme for 2,3-Butanediol biosynthesis",Alcohol (Diol),Alcohol,Alcohol,Nicotiana tabacum
NtG_00354,α-acetolactate_pathway,α-acetolactate_pathway,protein,K00004,,EC 1.1.1.4; EC 2.2.1.6,"α-acetolactate_pathway - enzyme for 2,3-Butanediol biosynthesis",Alcohol (Diol),Alcohol,Alcohol,Nicotiana tabacum
NtG_00355,3-butanediol_dehydrogenase,3-butanediol_dehydrogenase,protein,,PF00498;PF08640,EC 1.1.1.-,"3-butanediol_dehydrogenase - enzyme for 1,3-Butanediol biosynthesis",Alcohol (Diol),Alcohol,Alcohol,Nicotiana tabacum
NtG_00356,lactaldehyde_reductase,lactaldehyde_reductase,protein,K00048,,EC 1.1.1.77; EC 4.2.3.-,"lactaldehyde_reductase - enzyme for 1,2-Propanediol (Propylene glycol) biosynthesis",Alcohol (Diol),Alcohol,Alcohol,Nicotiana tabacum
NtG_00357,methylglyoxal_pathway,methylglyoxal_pathway,protein,K00048,,EC 1.1.1.77; EC 4.2.3.-,"methylglyoxal_pathway - enzyme for 1,2-Propanediol (Propylene glycol) biosynthesis",Alcohol (Diol),Alcohol,Alcohol,Nicotiana tabacum
NtG_00358,3-propanediol_dehydrogenase,3-propanediol_dehydrogenase,protein,K00088,PF00498;PF08640,EC 1.1.1.202; EC 1.1.1.-,"3-propanediol_dehydrogenase - enzyme for 1,3-Propanediol biosynthesis",Alcohol (Diol),Alcohol,Alcohol,Nicotiana tabacum
NtG_00359,glycerol_pathway,glycerol_pathway,protein,K00088,,EC 1.1.1.202; EC 1.1.1.-,"glycerol_pathway - enzyme for 1,3-Propanediol biosynthesis",Alcohol (Diol),Alcohol,Alcohol,Nicotiana tabacum
NtG_00360,glycerol-3-phosphate_dehydrogenase,glycerol-3-phosphate_dehydrogenase,protein,K00006,PF00498;PF08640,EC 1.1.1.8; EC 2.7.1.30; EC 3.1.1.3,glycerol-3-phosphate_dehydrogenase - enzyme for Glycerol biosynthesis,Alcohol (Polyol),Alcohol,Alcohol,Nicotiana tabacum
NtG_00361,glycerol_kinase,glycerol_kinase,protein,K00006,PF00069;PF00671,EC 1.1.1.8; EC 2.7.1.30; EC 3.1.1.3,glycerol_kinase - enzyme for Glycerol biosynthesis,Alcohol (Polyol),Alcohol,Alcohol,Nicotiana tabacum
NtG_00362,lipase,lipase,protein,K00006,PF00683;PF01734,EC 1.1.1.8; EC 2.7.1.30; EC 3.1.1.3,lipase - enzyme for Glycerol biosynthesis,Alcohol (Polyol),Alcohol,Alcohol,Nicotiana tabacum
NtG_00363,erythrose_reductase,erythrose_reductase,protein,,,EC 1.1.1.-; EC 4.1.2.-,erythrose_reductase - enzyme for Erythritol biosynthesis,Alcohol (Polyol),Alcohol,Alcohol,Nicotiana tabacum
NtG_00364,pentose_phosphate_pathway,pentose_phosphate_pathway,protein,,,EC 1.1.1.-; EC 4.1.2.-,pentose_phosphate_pathway - enzyme for Erythritol biosynthesis,Alcohol (Polyol),Alcohol,Alcohol,Nicotiana tabacum
NtG_00365,mannitol_dehydrogenase,mannitol_dehydrogenase,protein,K28607,PF00498;PF08640,EC 1.1.1.138; EC 1.1.1.67,mannitol_dehydrogenase - enzyme for Mannitol biosynthesis,Alcohol (Polyol),Alcohol,Alcohol,Nicotiana tabacum
NtG_00366,aldose_reductase,aldose_reductase,protein,K00017,,EC 1.1.1.21; EC 1.1.1.140,aldose_reductase - enzyme for Sorbitol biosynthesis,Alcohol (Polyol),Alcohol,Alcohol,Nicotiana tabacum
NtG_00367,sorbitol-6-phosphate_dehydrogenase,sorbitol-6-phosphate_dehydrogenase,protein,K00017,PF00498;PF08640,EC 1.1.1.21; EC 1.1.1.140,sorbitol-6-phosphate_dehydrogenase - enzyme for Sorbitol biosynthesis,Alcohol (Polyol),Alcohol,Alcohol,Nicotiana tabacum
NtG_00368,myo-inositol-1-phosphate_synthase,myo-inositol-1-phosphate_synthase,protein,K01858,PF00288;PF00155,EC 5.5.1.4; EC 3.1.3.25,myo-inositol-1-phosphate_synthase - enzyme for Inositol (myo-Inositol) biosynthesis,Alcohol (Cyclitol),Alcohol,Alcohol,Nicotiana tabacum
NtG_00369,inositol_monophosphatase,inositol_monophosphatase,protein,K01858,,EC 5.5.1.4; EC 3.1.3.25,inositol_monophosphatase - enzyme for Inositol (myo-Inositol) biosynthesis,Alcohol (Cyclitol),Alcohol,Alcohol,Nicotiana tabacum
NtG_00370,tyrosine_aminotransferase,tyrosine_aminotransferase,protein,K00001,PF00501;PF00583,EC 2.6.1.-; EC 4.1.1.-; EC 1.1.1.1,tyrosine_aminotransferase - enzyme for Tyrosol (4-Hydroxyphenylethanol) biosynthesis,Alcohol (Aromatic alcohol),Alcohol,Alcohol,Nicotiana tabacum
NtG_00371,4-hydroxyphenylpyruvate_decarboxylase,4-hydroxyphenylpyruvate_decarboxylase,protein,K00001,PF00184;PF02784,EC 2.6.1.-; EC 4.1.1.-; EC 1.1.1.1,4-hydroxyphenylpyruvate_decarboxylase - enzyme for Tyrosol (4-Hydroxyphenylethanol) biosynthesis,Alcohol (Aromatic alcohol),Alcohol,Alcohol,Nicotiana tabacum
NtG_00372,tryptophan_aminotransferase,tryptophan_aminotransferase,protein,K00001,PF00501;PF00583,EC 2.6.1.-; EC 4.1.1.-; EC 1.1.1.1,tryptophan_aminotransferase - enzyme for Tryptophol (Indole-3-ethanol) biosynthesis,Alcohol (Aromatic alcohol),Alcohol,Alcohol,Nicotiana tabacum
NtG_00373,indole-3-pyruvate_decarboxylase,indole-3-pyruvate_decarboxylase,protein,K00001,PF00184;PF02784,EC 2.6.1.-; EC 4.1.1.-; EC 1.1.1.1,indole-3-pyruvate_decarboxylase - enzyme for Tryptophol (Indole-3-ethanol) biosynthesis,Alcohol (Aromatic alcohol),Alcohol,Alcohol,Nicotiana tabacum
NtG_00374,ethanol_dehydrogenase,ethanol_dehydrogenase,protein,K01568,PF00498;PF08640,EC 4.1.1.1; EC 1.1.1.1,ethanol_dehydrogenase - enzyme for Acetaldehyde biosynthesis,Aldehyde,Aldehyde,Aldehyde,Nicotiana tabacum
NtG_00375,α-ketobutyrate_decarboxylase,α-ketobutyrate_decarboxylase,protein,K01754,PF00184;PF02784,EC 4.3.1.19; EC 4.1.1.-,α-ketobutyrate_decarboxylase - enzyme for Propanal (Propionaldehyde) biosynthesis,Aldehyde,Aldehyde,Aldehyde,Nicotiana tabacum
NtG_00376,butyryl-CoA_reductase,butyryl-CoA_reductase,protein,K00107,,EC 1.2.1.-; EC 1.2.1.3,butyryl-CoA_reductase - enzyme for Butanal (Butyraldehyde) biosynthesis,Aldehyde,Aldehyde,Aldehyde,Nicotiana tabacum
NtG_00377,pentanoyl-CoA_reductase,pentanoyl-CoA_reductase,protein,K00454,,EC 1.2.1.-; EC 1.13.11.12,pentanoyl-CoA_reductase - enzyme for Pentanal (Valeraldehyde) biosynthesis,Aldehyde,Aldehyde,Aldehyde,Nicotiana tabacum
NtG_00378,heptanoyl-CoA_reductase,heptanoyl-CoA_reductase,protein,K00454,,EC 1.2.1.-; EC 1.13.11.12,heptanoyl-CoA_reductase - enzyme for Heptanal biosynthesis,Aldehyde,Aldehyde,Aldehyde,Nicotiana tabacum
NtG_00379,fatty_acid_oxidation,fatty_acid_oxidation,protein,K00454,,EC 1.13.11.12; EC 1.14.-.-,fatty_acid_oxidation - enzyme for (E)-2-Heptenal biosynthesis,Aldehyde,Aldehyde,Aldehyde,Nicotiana tabacum
NtG_00380,octanoyl-CoA_reductase,octanoyl-CoA_reductase,protein,K00454,,EC 1.2.1.-; EC 1.13.11.12,octanoyl-CoA_reductase - enzyme for Octanal biosynthesis,Aldehyde,Aldehyde,Aldehyde,Nicotiana tabacum
NtG_00381,oleic_acid_oxidase,oleic_acid_oxidase,protein,,,EC 1.14.-.-; EC 1.2.1.-,oleic_acid_oxidase - enzyme for Nonanal biosynthesis,Aldehyde,Aldehyde,Aldehyde,Nicotiana tabacum
NtG_00382,nonanoyl-CoA_reductase,nonanoyl-CoA_reductase,protein,,,EC 1.14.-.-; EC 1.2.1.-,nonanoyl-CoA_reductase - enzyme for Nonanal biosynthesis,Aldehyde,Aldehyde,Aldehyde,Nicotiana tabacum
NtG_00383,decanoyl-CoA_reductase,decanoyl-CoA_reductase,protein,,,EC 1.14.-.-; EC 1.2.1.-,decanoyl-CoA_reductase - enzyme for Decanal biosynthesis,Aldehyde,Aldehyde,Aldehyde,Nicotiana tabacum
NtG_00384,methanol_dehydrogenase,methanol_dehydrogenase,protein,K00093,PF00498;PF08640,EC 1.1.1.244; EC 1.2.1.46,methanol_dehydrogenase - enzyme for Formaldehyde biosynthesis,Aldehyde,Aldehyde,Aldehyde,Nicotiana tabacum
NtG_00385,formaldehyde_dehydrogenase,formaldehyde_dehydrogenase,protein,K00093,PF00498;PF08640,EC 1.1.1.244; EC 1.2.1.46,formaldehyde_dehydrogenase - enzyme for Formaldehyde biosynthesis,Aldehyde,Aldehyde,Aldehyde,Nicotiana tabacum
NtG_00386,acetoacetate_decarboxylase,acetoacetate_decarboxylase,protein,K01574,PF00184;PF02784,EC 4.1.1.4; EC 1.1.1.1,acetoacetate_decarboxylase - enzyme for Acetone biosynthesis,Ketone,Ketone,Ketone,Nicotiana tabacum
NtG_00387,secondary_ADH,secondary_ADH,protein,K01574,,EC 4.1.1.4; EC 1.1.1.1,secondary_ADH - enzyme for Acetone biosynthesis,Ketone,Ketone,Ketone,Nicotiana tabacum
NtG_00388,β-oxidation_pathway,β-oxidation_pathway,protein,K00001,,EC 1.1.1.1; EC 1.3.-.-,β-oxidation_pathway - enzyme for 2-Butanone (Methyl ethyl ketone) biosynthesis,Ketone,Ketone,Ketone,Nicotiana tabacum
NtG_00389,ketone_synthesis,ketone_synthesis,protein,,,EC 1.3.-.-,ketone_synthesis - enzyme for 3-Pentanone (Diethyl ketone) biosynthesis,Ketone,Ketone,Ketone,Nicotiana tabacum
NtG_00390,α-acetolactate_synthase,α-acetolactate_synthase,protein,K01652,PF00288;PF00155,EC 2.2.1.6; EC 4.1.1.5,"α-acetolactate_synthase - enzyme for Diacetyl (2,3-Butanedione) biosynthesis",Ketone (Diketone),Ketone,Ketone,Nicotiana tabacum
NtG_00391,α-acetolactate_decarboxylase,α-acetolactate_decarboxylase,protein,K01652,PF00184;PF02784,EC 2.2.1.6; EC 4.1.1.5,"α-acetolactate_decarboxylase - enzyme for Diacetyl (2,3-Butanedione) biosynthesis",Ketone (Diketone),Ketone,Ketone,Nicotiana tabacum
NtG_00392,diacetyl_reductase,diacetyl_reductase,protein,K01575,,EC 4.1.1.5; EC 1.1.1.303,diacetyl_reductase - enzyme for Acetoin (3-Hydroxy-2-butanone) biosynthesis,Ketone (Hydroxy ketone),Ketone,Ketone,Nicotiana tabacum
NtG_00393,ketone_pathway,ketone_pathway,protein,,,EC 1.1.1.-,ketone_pathway - enzyme for 3-Hydroxy-2-pentanone biosynthesis,Ketone (Hydroxy ketone),Ketone,Ketone,Nicotiana tabacum
NtG_00394,hydroxylation,hydroxylation,protein,,,EC 1.1.1.-,hydroxylation - enzyme for 3-Hydroxy-2-pentanone biosynthesis,Ketone (Hydroxy ketone),Ketone,Ketone,Nicotiana tabacum
NtG_00395,aldol_condensation,aldol_condensation,protein,,,EC 4.1.2.-,aldol_condensation - enzyme for 4-Hydroxy-2-butanone biosynthesis,Ketone (Hydroxy ketone),Ketone,Ketone,Nicotiana tabacum
NtG_00396,methylglyoxal_reductase,methylglyoxal_reductase,protein,,,EC 1.1.1.-; EC 4.2.3.-,methylglyoxal_reductase - enzyme for 1-Hydroxy-2-propanone (Hydroxyacetone) biosynthesis,Ketone (Hydroxy ketone),Ketone,Ketone,Nicotiana tabacum
NtG_00397,methylglyoxal_synthase,methylglyoxal_synthase,protein,K01734,PF00288;PF00155,EC 4.2.3.3; EC 5.3.1.1,methylglyoxal_synthase - enzyme for Methylglyoxal (Pyruvaldehyde) biosynthesis,Ketone (Aldehyde-ketone),Ketone,Ketone,Nicotiana tabacum
NtG_00398,triosephosphate_isomerase,triosephosphate_isomerase,protein,K01734,PF00154;PF01266,EC 4.2.3.3; EC 5.3.1.1,triosephosphate_isomerase - enzyme for Methylglyoxal (Pyruvaldehyde) biosynthesis,Ketone (Aldehyde-ketone),Ketone,Ketone,Nicotiana tabacum
NtG_00399,glyoxal_synthase,glyoxal_synthase,protein,,PF00288;PF00155,EC 1.2.-.-,glyoxal_synthase - enzyme for Glyoxal biosynthesis,Ketone (Dialdehyde),Ketone,Ketone,Nicotiana tabacum
NtG_00400,acetaldehyde_oxidase,acetaldehyde_oxidase,protein,,,EC 1.2.-.-,acetaldehyde_oxidase - enzyme for Glyoxal biosynthesis,Ketone (Dialdehyde),Ketone,Ketone,Nicotiana tabacum
NtG_00401,4-hydroxybenzaldehyde_O-methyltransferase,4-hydroxybenzaldehyde_O-methyltransferase,protein,,PF00501;PF00583,EC 2.1.1.-,4-hydroxybenzaldehyde_O-methyltransferase - enzyme for p-Anisaldehyde (4-Methoxybenzaldehyde) biosynthesis,Aldehyde (Aromatic aldehyde),Aldehyde,Aldehyde,Nicotiana tabacum
