ID,id,name,type,kegg,formula,super_class,class,sub_class,family,description,importance,odor_info,source
VOL_00243,Nootkatone,Nootkatone,metabolite,,C15H22O,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,诺卡酮，由瓦伦西亚烯氧化生成，具有葡萄柚香。,中高 - 增强烟草葡萄柚香,葡萄柚香、柑橘香、木香、辛香,Flavor_database
VOL_00244,Cadinol,Cadinol,metabolite,,C15H26O,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,杜松醇，由FPP经杜松醇合酶催化生成，具有木香和辛香。,中 - 增强烟草木香,木香、辛香、树脂香、甜香,Flavor_database
VOL_00245,δ-Cadinene,δ-Cadinene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,δ-杜松烯，由FPP经杜松烯合酶催化生成。,中 - 增强烟草木香,木香、辛香、树脂香,Flavor_database
VOL_00246,γ-Cadinene,γ-Cadinene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,γ-杜松烯，δ-杜松烯的异构体。,中 - 增强烟草木香,木香、辛香,Flavor_database
VOL_00247,Germacrene D,Germacrene D,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,大根香叶烯D，由FPP经大根香叶烯D合酶催化生成。,中 - 增强烟草木香和花香,木香、花香、辛香,Flavor_database
VOL_00248,Germacrene A,Germacrene A,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,大根香叶烯A。,中 - 增强烟草木香,木香、辛香,Flavor_database
VOL_00249,Germacrene B,Germacrene B,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,大根香叶烯B。,中 - 增强烟草木香,木香、辛香、花香,Flavor_database
VOL_00250,β-Elemene,β-Elemene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,β-榄香烯，由大根香叶烯重排生成。,中 - 增强烟草木香,木香、辛香、甜香,Flavor_database
VOL_00251,δ-Elemene,δ-Elemene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,δ-榄香烯，β-榄香烯的异构体。,中 - 增强烟草木香,木香、辛香,Flavor_database
VOL_00252,Patchoulol,Patchoulol,metabolite,,C15H26O,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,广藿香醇，由FPP经广藿香醇合酶催化生成，具有广藿香。,中 - 增强烟草木香,广藿香、木香、甜香、土香,Flavor_database
VOL_00253,Patchoulene,Patchoulene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,广藿香烯，广藿香醇的脱氧产物。,中 - 增强烟草木香,广藿香、木香、土香,Flavor_database
VOL_00254,Cedrol,Cedrol,metabolite,,C15H26O,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,雪松醇，由FPP经雪松醇合酶催化生成，具有雪松木香。,中 - 增强烟草木香,雪松木香、木香、甜香,Flavor_database
VOL_00255,α-Cedrene,α-Cedrene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,α-雪松烯，雪松醇的脱氧产物。,中 - 增强烟草木香,雪松木香、木香,Flavor_database
VOL_00256,β-Cedrene,β-Cedrene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,β-雪松烯，α-雪松烯的异构体。,中 - 增强烟草木香,雪松木香、木香,Flavor_database
VOL_00257,Thujopsene,Thujopsene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,罗汉柏烯，由FPP经罗汉柏烯合酶催化生成。,中 - 增强烟草木香,木香、树脂香、甜香,Flavor_database
VOL_00258,Widdrol,Widdrol,metabolite,,C15H26O,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,韦得醇，由FPP经韦得醇合酶催化生成。,中 - 增强烟草木香,木香、甜香、树脂香,Flavor_database
VOL_00259,Longifolene,Longifolene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,长叶烯，由FPP经长叶烯合酶催化生成，具有木香。,中 - 增强烟草木香,木香、树脂香、甜香,Flavor_database
VOL_00260,Isolongifolene,Isolongifolene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,异长叶烯，长叶烯的异构体。,中 - 增强烟草木香,木香、树脂香,Flavor_database
VOL_00261,Copaene,Copaene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,古巴烯，由FPP经古巴烯合酶催化生成。,中 - 增强烟草木香,木香、辛香、树脂香,Flavor_database
VOL_00262,Ylangene,Ylangene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,依兰烯，古巴烯的异构体。,中 - 增强烟草木香,木香、花香,Flavor_database
VOL_00263,α-Cubebene,α-Cubebene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,α-荜澄茄烯。,中 - 增强烟草木香,木香、辛香,Flavor_database
VOL_00264,β-Cubebene,β-Cubebene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,β-荜澄茄烯。,中 - 增强烟草木香,木香、辛香、甜香,Flavor_database
VOL_00265,α-Copaene oxide,α-Copaene oxide,metabolite,,C15H24O,Terpenoid,Terpenoid (Sesquiterpenoid oxide),Terpenoid (Sesquiterpenoid oxide),Terpenoid,α-古巴烯氧化物。,中 - 增强烟草木香,木香、辛香,Flavor_database
VOL_00266,Solavetivone,Solavetivone,metabolite,,C15H22O,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,茄酮草酮，由FPP经倍半萜合酶催化生成，具有木香和辛香。,中高 - 烟草特有倍半萜酮,木香、辛香、甜香、烟草香,Flavor_database
VOL_00267,Vetispiradiene,Vetispiradiene,metabolite,,C15H24,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,维提螺旋二烯，Solavetivone的前体。,中 - Solavetivone前体,木香、辛香,Flavor_database
VOL_00268,Capsidiol,Capsidiol,metabolite,,C15H26O2,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,辣椒二醇，由维提螺旋二烯羟基化生成。,中 - 植物保卫素,微弱木香,Flavor_database
VOL_00269,Rishitin,Rishitin,metabolite,,C15H24O2,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,日齐素，由FPP经倍半萜合酶催化生成。,中 - 植物保卫素,微弱木香,Flavor_database
VOL_00270,Lubimin,Lubimin,metabolite,,C15H24O2,Terpenoid,Terpenoid (Sesquiterpenoid),Terpenoid (Sesquiterpenoid),Terpenoid,鲁比明，由维提螺旋二烯氧化生成。,中 - 植物保卫素,微弱木香,Flavor_database
VOL_00271,Geranylacetone,Geranylacetone,metabolite,,C13H22O,Terpenoid,Terpenoid (Diterpenoid degradation product),Terpenoid (Diterpenoid degradation product),Terpenoid,香叶基丙酮，由GGPP或番茄红素裂解生成，具有花香和果香。,高 - 烟草花香和果香的贡献者,花香、果香、甜香、木香,Flavor_database
VOL_00272,6-Methyl-5-hepten-2-one (MHO),6-Methyl-5-hepten-2-one (MHO),metabolite,,C8H14O,Terpenoid,Terpenoid (Diterpenoid degradation product),Terpenoid (Diterpenoid degradation product),Terpenoid,6-甲基-5-庚烯-2-酮(MHO)，由番茄红素或GGPP裂解生成，具有果香和青草香。,高 - 烟草果香和青草香的贡献者,果香、青草香、蘑菇香、甜香,Flavor_database
VOL_00273,6-Methyl-5-hepten-2-ol,6-Methyl-5-hepten-2-ol,metabolite,,C8H16O,Terpenoid,Terpenoid (Diterpenoid degradation product),Terpenoid (Diterpenoid degradation product),Terpenoid,6-甲基-5-庚烯-2-醇，MHO的还原产物。,中高 - 增强烟草果香,果香、花香、甜香,Flavor_database
VOL_00274,Pseudoionone,Pseudoionone,metabolite,,C13H20O,Terpenoid,Terpenoid (Diterpenoid degradation product),Terpenoid (Diterpenoid degradation product),Terpenoid,假紫罗兰酮，由香叶基丙酮异构化或GGPP裂解生成。,中 - 紫罗兰酮前体,花香、果香、木香,Flavor_database
VOL_00275,Geranylacetone epoxide,Geranylacetone epoxide,metabolite,,C13H22O2,Terpenoid,Terpenoid (Diterpenoid degradation product),Terpenoid (Diterpenoid degradation product),Terpenoid,香叶基丙酮环氧化物。,中 - 香气前体,花香、果香,Flavor_database
VOL_00276,"6-Methyl-3,5-heptadien-2-one","6-Methyl-3,5-heptadien-2-one",metabolite,,C8H12O,Terpenoid,Terpenoid (Diterpenoid degradation product),Terpenoid (Diterpenoid degradation product),Terpenoid,"6-甲基-3,5-庚二烯-2-酮，MHO的脱氢产物。",中 - 增强烟草果香,果香、花香、辛香,Flavor_database
VOL_00277,Farnesylacetone,Farnesylacetone,metabolite,,C18H30O,Terpenoid,Terpenoid (Diterpenoid degradation product),Terpenoid (Diterpenoid degradation product),Terpenoid,金合欢基丙酮，由GGPP裂解生成。,中 - 增强烟草木香,木香、花香、甜香,Flavor_database
VOL_00278,"Phytone (6,10,14-Trimethyl-2-pentadecanone)","Phytone (6,10,14-Trimethyl-2-pentadecanone)",metabolite,,C18H36O,Terpenoid,Terpenoid (Diterpenoid degradation product),Terpenoid (Diterpenoid degradation product),Terpenoid,"植酮(6,10,14-三甲基-2-十五烷酮)，由植醇降解生成。",中高 - 增强烟草木香和甜香,木香、甜香、麝香、烟草香,Flavor_database
VOL_00279,Phytadiene,Phytadiene,metabolite,,C20H38,Terpenoid,Terpenoid (Diterpenoid),Terpenoid (Diterpenoid),Terpenoid,植二烯，由植醇脱水生成，是新植二烯的异构体。,高 - 提升烟气醇和度,无显著香气,Flavor_database
VOL_00280,Pristane,Pristane,metabolite,,C19H40,Terpenoid,Terpenoid (Diterpenoid degradation product),Terpenoid (Diterpenoid degradation product),Terpenoid,鲨烯烷，由植醇脱羧和还原生成。,中 - 代谢中间体,无显著香气,Flavor_database
VOL_00281,Phytanic acid,Phytanic acid,metabolite,,C20H40O2,Terpenoid,Terpenoid (Diterpenoid degradation product),Terpenoid (Diterpenoid degradation product),Terpenoid,植烷酸，由植醇氧化生成。,中 - 代谢中间体,无显著香气,Flavor_database
VOL_00282,Squalene,Squalene,metabolite,C00733,C30H50,Terpenoid,Terpenoid (Triterpenoid),Terpenoid (Triterpenoid),Terpenoid,角鲨烯，由两分子FPP缩合生成，是三萜和甾醇的前体。,中高 - 三萜和甾醇前体,微弱油脂香,Flavor_database
VOL_00283,β-Sitosterol,β-Sitosterol,metabolite,,C29H50O,Terpenoid,Terpenoid (Phytosterol),Terpenoid (Phytosterol),Terpenoid,β-谷甾醇，由角鲨烯经环阿乔醇途径生成，是植物甾醇的主要成分。,中 - 植物甾醇,无显著香气,Flavor_database
VOL_00284,Stigmasterol,Stigmasterol,metabolite,,C29H48O,Terpenoid,Terpenoid (Phytosterol),Terpenoid (Phytosterol),Terpenoid,豆甾醇，由β-谷甾醇脱氢生成。,中 - 植物甾醇,无显著香气,Flavor_database
VOL_00285,Campesterol,Campesterol,metabolite,,C28H48O,Terpenoid,Terpenoid (Phytosterol),Terpenoid (Phytosterol),Terpenoid,菜油甾醇，由环阿乔醇途径生成。,中 - 植物甾醇,无显著香气,Flavor_database
VOL_00286,Cholesterol,Cholesterol,metabolite,,C27H46O,Terpenoid,Terpenoid (Sterol),Terpenoid (Sterol),Terpenoid,胆固醇，由植物甾醇脱甲基生成。,中 - 甾醇,无显著香气,Flavor_database
VOL_00287,Ethyl acetate,Ethyl acetate,metabolite,,C4H8O2,Ester,Ester,Ester,Ester,乙酸乙酯，由乙醇和乙酰CoA酯化生成，是烟草果香的重要贡献者。,极高 - 烟草果香和溶剂香的核心成分,果香、溶剂香、甜香、菠萝香,Flavor_database
VOL_00288,Ethyl butyrate,Ethyl butyrate,metabolite,,C6H12O2,Ester,Ester,Ester,Ester,丁酸乙酯，由丁酰CoA和乙醇酯化生成，具有果香。,高 - 烟草果香的贡献者,果香、菠萝香、苹果香、甜香,Flavor_database
VOL_00289,Ethyl hexanoate,Ethyl hexanoate,metabolite,,C8H16O2,Ester,Ester,Ester,Ester,己酸乙酯，由己酰CoA和乙醇酯化生成，具有果香和甜香。,高 - 烟草果香和甜香的贡献者,果香、苹果香、甜香、菠萝香,Flavor_database
VOL_00290,Ethyl octanoate,Ethyl octanoate,metabolite,,C10H20O2,Ester,Ester,Ester,Ester,辛酸乙酯，由辛酰CoA和乙醇酯化生成，具有果香和蜡香。,高 - 烟草果香和蜡香的贡献者,果香、蜡香、甜香、柑橘香,Flavor_database
VOL_00291,Ethyl decanoate,Ethyl decanoate,metabolite,,C12H24O2,Ester,Ester,Ester,Ester,癸酸乙酯，由癸酰CoA和乙醇酯化生成，具有果香和蜡香。,中高 - 增强烟草果香和蜡香,果香、蜡香、甜香、花香,Flavor_database
VOL_00292,Ethyl dodecanoate,Ethyl dodecanoate,metabolite,,C14H28O2,Ester,Ester,Ester,Ester,月桂酸乙酯，由月桂酰CoA和乙醇酯化生成。,中 - 增强烟草蜡香,蜡香、果香、花香,Flavor_database
VOL_00293,Ethyl tetradecanoate (Ethyl myristate),Ethyl tetradecanoate (Ethyl myristate),metabolite,,C16H32O2,Ester,Ester,Ester,Ester,肉豆蔻酸乙酯。,中 - 增强烟草蜡香,蜡香、微弱果香,Flavor_database
VOL_00294,Ethyl hexadecanoate (Ethyl palmitate),Ethyl hexadecanoate (Ethyl palmitate),metabolite,,C18H36O2,Ester,Ester,Ester,Ester,棕榈酸乙酯。,中 - 增强烟草蜡香,蜡香、微弱果香,Flavor_database
VOL_00295,Ethyl octadecanoate (Ethyl stearate),Ethyl octadecanoate (Ethyl stearate),metabolite,,C20H40O2,Ester,Ester,Ester,Ester,硬脂酸乙酯。,中 - 增强烟草蜡香,蜡香、微弱甜香,Flavor_database
VOL_00296,Ethyl oleate,Ethyl oleate,metabolite,,C20H38O2,Ester,Ester,Ester,Ester,油酸乙酯。,中 - 增强烟草蜡香,蜡香、微弱果香,Flavor_database
VOL_00297,Ethyl linoleate,Ethyl linoleate,metabolite,,C20H36O2,Ester,Ester,Ester,Ester,亚油酸乙酯。,中 - 增强烟草蜡香,蜡香、微弱果香,Flavor_database
VOL_00298,Ethyl lactate,Ethyl lactate,metabolite,,C5H10O3,Ester,Ester,Ester,Ester,乳酸乙酯，由乳酸和乙醇酯化生成，具有果香和奶香。,高 - 烟草果香和奶香的贡献者,果香、奶香、甜香、黄油香,Flavor_database
VOL_00299,Ethyl 3-hydroxybutyrate,Ethyl 3-hydroxybutyrate,metabolite,,C6H12O3,Ester,Ester,Ester,Ester,3-羟基丁酸乙酯，由3-羟基丁酰CoA和乙醇酯化生成。,中 - 增强烟草果香,果香、甜香、花香,Flavor_database
VOL_00300,Ethyl 2-methylbutyrate,Ethyl 2-methylbutyrate,metabolite,,C7H14O2,Ester,Ester,Ester,Ester,2-甲基丁酸乙酯，由2-甲基丁酰CoA和乙醇酯化生成，具有果香。,高 - 烟草果香的贡献者,果香、苹果香、甜香、菠萝香,Flavor_database
