gene_id,name,type,kegg,pfam,ec_number,description,category,super_class,family,organism
NtG_01539,Gene_1539,gene,K00042,PF00146,,Putative gene 1539,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01540,Gene_1540,gene,K00043,PF00147,,Putative gene 1540,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01541,Gene_1541,gene,K00044,PF00148,,Putative gene 1541,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01542,Gene_1542,gene,K00045,PF00149,,Putative gene 1542,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01543,Gene_1543,gene,K00046,PF00150,,Putative gene 1543,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01544,Gene_1544,gene,K00047,PF00151,,Putative gene 1544,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01545,Gene_1545,gene,K00048,PF00152,,Putative gene 1545,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01546,Gene_1546,gene,K00049,PF00153,,Putative gene 1546,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01547,Gene_1547,gene,K00050,PF00154,,Putative gene 1547,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01548,Gene_1548,gene,K00051,PF00155,,Putative gene 1548,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01549,Gene_1549,gene,K00052,PF00156,,Putative gene 1549,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01550,Gene_1550,gene,K00053,PF00157,,Putative gene 1550,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01551,Gene_1551,gene,K00054,PF00158,,Putative gene 1551,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01552,Gene_1552,gene,K00055,PF00159,,Putative gene 1552,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01553,Gene_1553,gene,K00056,PF00160,,Putative gene 1553,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01554,Gene_1554,gene,K00057,PF00161,,Putative gene 1554,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01555,Gene_1555,gene,K00058,PF00162,,Putative gene 1555,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01556,Gene_1556,gene,K00059,PF00163,,Putative gene 1556,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01557,Gene_1557,gene,K00060,PF00164,,Putative gene 1557,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01558,Gene_1558,gene,K00061,PF00165,,Putative gene 1558,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01559,Gene_1559,gene,K00062,PF00166,,Putative gene 1559,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01560,Gene_1560,gene,K00063,PF00167,,Putative gene 1560,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01561,Gene_1561,gene,K00064,PF00168,,Putative gene 1561,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01562,Gene_1562,gene,K00065,PF00169,,Putative gene 1562,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01563,Gene_1563,gene,K00066,PF00170,,Putative gene 1563,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01564,Gene_1564,gene,K00067,PF00171,,Putative gene 1564,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01565,Gene_1565,gene,K00068,PF00172,,Putative gene 1565,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01566,Gene_1566,gene,K00069,PF00173,,Putative gene 1566,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01567,Gene_1567,gene,K00070,PF00174,,Putative gene 1567,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01568,Gene_1568,gene,K00071,PF00175,,Putative gene 1568,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01569,Gene_1569,gene,K00072,PF00176,,Putative gene 1569,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01570,Gene_1570,gene,K00073,PF00177,,Putative gene 1570,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01571,Gene_1571,gene,K00074,PF00178,,Putative gene 1571,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01572,Gene_1572,gene,K00075,PF00179,,Putative gene 1572,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01573,Gene_1573,gene,K00076,PF00180,,Putative gene 1573,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01574,Gene_1574,gene,K00077,PF00181,,Putative gene 1574,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01575,Gene_1575,gene,K00078,PF00182,,Putative gene 1575,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01576,Gene_1576,gene,K00079,PF00183,,Putative gene 1576,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01577,Gene_1577,gene,K00080,PF00184,,Putative gene 1577,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01578,Gene_1578,gene,K00081,PF00185,,Putative gene 1578,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01579,Gene_1579,gene,K00082,PF00186,,Putative gene 1579,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01580,Gene_1580,gene,K00083,PF00187,,Putative gene 1580,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01581,Gene_1581,gene,K00084,PF00188,,Putative gene 1581,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01582,Gene_1582,gene,K00085,PF00189,,Putative gene 1582,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01583,Gene_1583,gene,K00086,PF00190,,Putative gene 1583,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01584,Gene_1584,gene,K00087,PF00191,,Putative gene 1584,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01585,Gene_1585,gene,K00088,PF00192,,Putative gene 1585,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01586,Gene_1586,gene,K00089,PF00193,,Putative gene 1586,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01587,Gene_1587,gene,K00090,PF00194,,Putative gene 1587,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01588,Gene_1588,gene,K00091,PF00195,,Putative gene 1588,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01589,Gene_1589,gene,K00092,PF00196,,Putative gene 1589,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01590,Gene_1590,gene,K00093,PF00197,,Putative gene 1590,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01591,Gene_1591,gene,K00094,PF00198,,Putative gene 1591,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01592,Gene_1592,gene,K00095,PF00199,,Putative gene 1592,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01593,Gene_1593,gene,K00096,PF00001,,Putative gene 1593,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01594,Gene_1594,gene,K00097,PF00002,,Putative gene 1594,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01595,Gene_1595,gene,K00098,PF00003,,Putative gene 1595,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01596,Gene_1596,gene,K00099,PF00004,,Putative gene 1596,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01597,Gene_1597,gene,K00100,PF00005,,Putative gene 1597,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01598,Gene_1598,gene,K00101,PF00006,,Putative gene 1598,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01599,Gene_1599,gene,K00102,PF00007,,Putative gene 1599,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01600,Gene_1600,gene,K00103,PF00008,,Putative gene 1600,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01601,Gene_1601,gene,K00104,PF00009,,Putative gene 1601,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01602,Gene_1602,gene,K00105,PF00010,,Putative gene 1602,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01603,Gene_1603,gene,K00106,PF00011,,Putative gene 1603,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01604,Gene_1604,gene,K00107,PF00012,,Putative gene 1604,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01605,Gene_1605,gene,K00108,PF00013,,Putative gene 1605,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01606,Gene_1606,gene,K00109,PF00014,,Putative gene 1606,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01607,Gene_1607,gene,K00110,PF00015,,Putative gene 1607,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01608,Gene_1608,gene,K00111,PF00016,,Putative gene 1608,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01609,Gene_1609,gene,K00112,PF00017,,Putative gene 1609,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01610,Gene_1610,gene,K00113,PF00018,,Putative gene 1610,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01611,Gene_1611,gene,K00114,PF00019,,Putative gene 1611,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01612,Gene_1612,gene,K00115,PF00020,,Putative gene 1612,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01613,Gene_1613,gene,K00116,PF00021,,Putative gene 1613,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01614,Gene_1614,gene,K00117,PF00022,,Putative gene 1614,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01615,Gene_1615,gene,K00118,PF00023,,Putative gene 1615,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01616,Gene_1616,gene,K00119,PF00024,,Putative gene 1616,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01617,Gene_1617,gene,K00120,PF00025,,Putative gene 1617,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01618,Gene_1618,gene,K00121,PF00026,,Putative gene 1618,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01619,Gene_1619,gene,K00122,PF00027,,Putative gene 1619,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01620,Gene_1620,gene,K00123,PF00028,,Putative gene 1620,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01621,Gene_1621,gene,K00124,PF00029,,Putative gene 1621,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01622,Gene_1622,gene,K00125,PF00030,,Putative gene 1622,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01623,Gene_1623,gene,K00126,PF00031,,Putative gene 1623,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01624,Gene_1624,gene,K00127,PF00032,,Putative gene 1624,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01625,Gene_1625,gene,K00128,PF00033,,Putative gene 1625,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01626,Gene_1626,gene,K00129,PF00034,,Putative gene 1626,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01627,Gene_1627,gene,K00130,PF00035,,Putative gene 1627,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01628,Gene_1628,gene,K00131,PF00036,,Putative gene 1628,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01629,Gene_1629,gene,K00132,PF00037,,Putative gene 1629,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01630,Gene_1630,gene,K00133,PF00038,,Putative gene 1630,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01631,Gene_1631,gene,K00134,PF00039,,Putative gene 1631,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01632,Gene_1632,gene,K00135,PF00040,,Putative gene 1632,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01633,Gene_1633,gene,K00136,PF00041,,Putative gene 1633,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01634,Gene_1634,gene,K00137,PF00042,,Putative gene 1634,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01635,Gene_1635,gene,K00138,PF00043,,Putative gene 1635,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01636,Gene_1636,gene,K00139,PF00044,,Putative gene 1636,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01637,Gene_1637,gene,K00140,PF00045,,Putative gene 1637,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01638,Gene_1638,gene,K00141,PF00046,,Putative gene 1638,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01639,Gene_1639,gene,K00142,PF00047,,Putative gene 1639,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01640,Gene_1640,gene,K00143,PF00048,,Putative gene 1640,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01641,Gene_1641,gene,K00144,PF00049,,Putative gene 1641,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01642,Gene_1642,gene,K00145,PF00050,,Putative gene 1642,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01643,Gene_1643,gene,K00146,PF00051,,Putative gene 1643,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01644,Gene_1644,gene,K00147,PF00052,,Putative gene 1644,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01645,Gene_1645,gene,K00148,PF00053,,Putative gene 1645,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01646,Gene_1646,gene,K00149,PF00054,,Putative gene 1646,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01647,Gene_1647,gene,K00150,PF00055,,Putative gene 1647,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01648,Gene_1648,gene,K00151,PF00056,,Putative gene 1648,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01649,Gene_1649,gene,K00152,PF00057,,Putative gene 1649,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01650,Gene_1650,gene,K00153,PF00058,,Putative gene 1650,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01651,Gene_1651,gene,K00154,PF00059,,Putative gene 1651,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01652,Gene_1652,gene,K00155,PF00060,,Putative gene 1652,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01653,Gene_1653,gene,K00156,PF00061,,Putative gene 1653,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01654,Gene_1654,gene,K00157,PF00062,,Putative gene 1654,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01655,Gene_1655,gene,K00158,PF00063,,Putative gene 1655,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01656,Gene_1656,gene,K00159,PF00064,,Putative gene 1656,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01657,Gene_1657,gene,K00160,PF00065,,Putative gene 1657,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01658,Gene_1658,gene,K00161,PF00066,,Putative gene 1658,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01659,Gene_1659,gene,K00162,PF00067,,Putative gene 1659,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01660,Gene_1660,gene,K00163,PF00068,,Putative gene 1660,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01661,Gene_1661,gene,K00164,PF00069,,Putative gene 1661,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01662,Gene_1662,gene,K00165,PF00070,,Putative gene 1662,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01663,Gene_1663,gene,K00166,PF00071,,Putative gene 1663,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01664,Gene_1664,gene,K00167,PF00072,,Putative gene 1664,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01665,Gene_1665,gene,K00168,PF00073,,Putative gene 1665,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01666,Gene_1666,gene,K00169,PF00074,,Putative gene 1666,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01667,Gene_1667,gene,K00170,PF00075,,Putative gene 1667,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01668,Gene_1668,gene,K00171,PF00076,,Putative gene 1668,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01669,Gene_1669,gene,K00172,PF00077,,Putative gene 1669,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01670,Gene_1670,gene,K00173,PF00078,,Putative gene 1670,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01671,Gene_1671,gene,K00174,PF00079,,Putative gene 1671,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01672,Gene_1672,gene,K00175,PF00080,,Putative gene 1672,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01673,Gene_1673,gene,K00176,PF00081,,Putative gene 1673,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01674,Gene_1674,gene,K00177,PF00082,,Putative gene 1674,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01675,Gene_1675,gene,K00178,PF00083,,Putative gene 1675,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01676,Gene_1676,gene,K00179,PF00084,,Putative gene 1676,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01677,Gene_1677,gene,K00180,PF00085,,Putative gene 1677,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01678,Gene_1678,gene,K00181,PF00086,,Putative gene 1678,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01679,Gene_1679,gene,K00182,PF00087,,Putative gene 1679,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01680,Gene_1680,gene,K00183,PF00088,,Putative gene 1680,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01681,Gene_1681,gene,K00184,PF00089,,Putative gene 1681,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01682,Gene_1682,gene,K00185,PF00090,,Putative gene 1682,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01683,Gene_1683,gene,K00186,PF00091,,Putative gene 1683,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01684,Gene_1684,gene,K00187,PF00092,,Putative gene 1684,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01685,Gene_1685,gene,K00188,PF00093,,Putative gene 1685,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01686,Gene_1686,gene,K00189,PF00094,,Putative gene 1686,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01687,Gene_1687,gene,K00190,PF00095,,Putative gene 1687,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01688,Gene_1688,gene,K00191,PF00096,,Putative gene 1688,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01689,Gene_1689,gene,K00192,PF00097,,Putative gene 1689,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01690,Gene_1690,gene,K00193,PF00098,,Putative gene 1690,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01691,Gene_1691,gene,K00194,PF00099,,Putative gene 1691,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01692,Gene_1692,gene,K00195,PF00100,,Putative gene 1692,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01693,Gene_1693,gene,K00196,PF00101,,Putative gene 1693,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01694,Gene_1694,gene,K00197,PF00102,,Putative gene 1694,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01695,Gene_1695,gene,K00198,PF00103,,Putative gene 1695,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01696,Gene_1696,gene,K00199,PF00104,,Putative gene 1696,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01697,Gene_1697,gene,K00200,PF00105,,Putative gene 1697,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01698,Gene_1698,gene,K00201,PF00106,,Putative gene 1698,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01699,Gene_1699,gene,K00202,PF00107,,Putative gene 1699,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01700,Gene_1700,gene,K00203,PF00108,,Putative gene 1700,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01701,Gene_1701,gene,K00204,PF00109,,Putative gene 1701,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01702,Gene_1702,gene,K00205,PF00110,,Putative gene 1702,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01703,Gene_1703,gene,K00206,PF00111,,Putative gene 1703,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01704,Gene_1704,gene,K00207,PF00112,,Putative gene 1704,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01705,Gene_1705,gene,K00208,PF00113,,Putative gene 1705,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01706,Gene_1706,gene,K00209,PF00114,,Putative gene 1706,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01707,Gene_1707,gene,K00210,PF00115,,Putative gene 1707,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01708,Gene_1708,gene,K00211,PF00116,,Putative gene 1708,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01709,Gene_1709,gene,K00212,PF00117,,Putative gene 1709,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01710,Gene_1710,gene,K00213,PF00118,,Putative gene 1710,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01711,Gene_1711,gene,K00214,PF00119,,Putative gene 1711,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01712,Gene_1712,gene,K00215,PF00120,,Putative gene 1712,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01713,Gene_1713,gene,K00216,PF00121,,Putative gene 1713,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01714,Gene_1714,gene,K00217,PF00122,,Putative gene 1714,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01715,Gene_1715,gene,K00218,PF00123,,Putative gene 1715,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01716,Gene_1716,gene,K00219,PF00124,,Putative gene 1716,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01717,Gene_1717,gene,K00220,PF00125,,Putative gene 1717,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01718,Gene_1718,gene,K00221,PF00126,,Putative gene 1718,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01719,Gene_1719,gene,K00222,PF00127,,Putative gene 1719,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01720,Gene_1720,gene,K00223,PF00128,,Putative gene 1720,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01721,Gene_1721,gene,K00224,PF00129,,Putative gene 1721,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01722,Gene_1722,gene,K00225,PF00130,,Putative gene 1722,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01723,Gene_1723,gene,K00226,PF00131,,Putative gene 1723,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01724,Gene_1724,gene,K00227,PF00132,,Putative gene 1724,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01725,Gene_1725,gene,K00228,PF00133,,Putative gene 1725,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01726,Gene_1726,gene,K00229,PF00134,,Putative gene 1726,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01727,Gene_1727,gene,K00230,PF00135,,Putative gene 1727,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01728,Gene_1728,gene,K00231,PF00136,,Putative gene 1728,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01729,Gene_1729,gene,K00232,PF00137,,Putative gene 1729,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01730,Gene_1730,gene,K00233,PF00138,,Putative gene 1730,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01731,Gene_1731,gene,K00234,PF00139,,Putative gene 1731,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01732,Gene_1732,gene,K00235,PF00140,,Putative gene 1732,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01733,Gene_1733,gene,K00236,PF00141,,Putative gene 1733,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01734,Gene_1734,gene,K00237,PF00142,,Putative gene 1734,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01735,Gene_1735,gene,K00238,PF00143,,Putative gene 1735,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01736,Gene_1736,gene,K00239,PF00144,,Putative gene 1736,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01737,Gene_1737,gene,K00240,PF00145,,Putative gene 1737,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01738,Gene_1738,gene,K00241,PF00146,,Putative gene 1738,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01739,Gene_1739,gene,K00242,PF00147,,Putative gene 1739,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01740,Gene_1740,gene,K00243,PF00148,,Putative gene 1740,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01741,Gene_1741,gene,K00244,PF00149,,Putative gene 1741,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01742,Gene_1742,gene,K00245,PF00150,,Putative gene 1742,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01743,Gene_1743,gene,K00246,PF00151,,Putative gene 1743,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01744,Gene_1744,gene,K00247,PF00152,,Putative gene 1744,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01745,Gene_1745,gene,K00248,PF00153,,Putative gene 1745,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01746,Gene_1746,gene,K00249,PF00154,,Putative gene 1746,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01747,Gene_1747,gene,K00250,PF00155,,Putative gene 1747,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01748,Gene_1748,gene,K00251,PF00156,,Putative gene 1748,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01749,Gene_1749,gene,K00252,PF00157,,Putative gene 1749,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01750,Gene_1750,gene,K00253,PF00158,,Putative gene 1750,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01751,Gene_1751,gene,K00254,PF00159,,Putative gene 1751,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01752,Gene_1752,gene,K00255,PF00160,,Putative gene 1752,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01753,Gene_1753,gene,K00256,PF00161,,Putative gene 1753,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01754,Gene_1754,gene,K00257,PF00162,,Putative gene 1754,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01755,Gene_1755,gene,K00258,PF00163,,Putative gene 1755,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01756,Gene_1756,gene,K00259,PF00164,,Putative gene 1756,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01757,Gene_1757,gene,K00260,PF00165,,Putative gene 1757,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01758,Gene_1758,gene,K00261,PF00166,,Putative gene 1758,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01759,Gene_1759,gene,K00262,PF00167,,Putative gene 1759,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01760,Gene_1760,gene,K00263,PF00168,,Putative gene 1760,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01761,Gene_1761,gene,K00264,PF00169,,Putative gene 1761,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01762,Gene_1762,gene,K00265,PF00170,,Putative gene 1762,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01763,Gene_1763,gene,K00266,PF00171,,Putative gene 1763,Unknown,Unknown,Unknown,Nicotiana tabacum
