ID,name,type,kegg,formula,super_class,class,sub_class,family,description,importance
METAB_00318,Methyl nicotinate,metabolite,,C7H7NO2,Ester,Ester,Ester,Ester,烟酸甲酯，由烟酸甲基化生成。,中 - 增强烟草清香
METAB_00319,Ethyl nicotinate,metabolite,,C8H9NO2,Ester,Ester,Ester,Ester,烟酸乙酯。,中 - 增强烟草清香
METAB_00320,Methyl 2-furoate,metabolite,,C6H6O3,Ester,Ester,Ester,Ester,糠酸甲酯，由糠酸甲基化生成。,中 - 增强烟草甜香
METAB_00321,Ethyl 2-furoate,metabolite,,C7H8O3,Ester,Ester,Ester,Ester,糠酸乙酯。,中 - 增强烟草甜香
METAB_00322,Isoamyl butyrate,metabolite,,C9H18O2,Ester,Ester,Ester,Ester,丁酸异戊酯。,中 - 增强烟草果香
METAB_00323,Isoamyl hexanoate,metabolite,,C11H22O2,Ester,Ester,Ester,Ester,己酸异戊酯。,中 - 增强烟草果香
METAB_00324,Isoamyl octanoate,metabolite,,C13H26O2,Ester,Ester,Ester,Ester,辛酸异戊酯。,中 - 增强烟草果香和蜡香
METAB_00325,Phenylethyl butyrate,metabolite,,C12H16O2,Ester,Ester,Ester,Ester,丁酸苯乙酯。,中 - 增强烟草玫瑰花香和果香
METAB_00326,Phenylethyl hexanoate,metabolite,,C14H20O2,Ester,Ester,Ester,Ester,己酸苯乙酯。,中 - 增强烟草玫瑰花香和果香
METAB_00327,Benzyl butyrate,metabolite,,C11H14O2,Ester,Ester,Ester,Ester,丁酸苄酯。,中 - 增强烟草茉莉花香和果香
METAB_00328,Hexyl butyrate,metabolite,,C10H20O2,Ester,Ester,Ester,Ester,丁酸己酯。,中 - 增强烟草果香
METAB_00329,Ethyl 3-phenylpropanoate (Ethyl hydrocinnamate),metabolite,,C11H14O2,Ester,Ester,Ester,Ester,3-苯丙酸乙酯(氢化肉桂酸乙酯)。,中 - 增强烟草甜香和花香
METAB_00330,Methyl jasmonate,metabolite,,C13H20O3,Ester,Ester,Ester,Ester,茉莉酸甲酯，由茉莉酸甲基化生成，具有茉莉花香。,高 - 烟草茉莉花香的贡献者
METAB_00331,Methyl dihydrojasmonate (Hedione),metabolite,,C13H22O3,Ester,Ester,Ester,Ester,二氢茉莉酸甲酯，茉莉酸甲酯的还原产物。,中高 - 增强烟草茉莉花香
METAB_00332,Dimethyl phthalate,metabolite,,C10H10O4,Ester,Ester,Ester,Ester,邻苯二甲酸二甲酯。,低 - 微弱香气
METAB_00333,Diethyl phthalate,metabolite,,C12H14O4,Ester,Ester,Ester,Ester,邻苯二甲酸二乙酯。,低 - 微弱香气
METAB_00334,Ethyl 2-hydroxybenzoate (Ethyl salicylate),metabolite,,C9H10O3,Ester,Ester,Ester,Ester,水杨酸乙酯。,中 - 增强烟草冬青油香
METAB_00335,Benzyl formate,metabolite,,C8H8O2,Ester,Ester,Ester,Ester,甲酸苄酯。,中 - 增强烟草茉莉花香
METAB_00336,Phenylethyl formate,metabolite,,C9H10O2,Ester,Ester,Ester,Ester,甲酸苯乙酯。,中 - 增强烟草玫瑰花香
METAB_00337,Geranyl formate,metabolite,,C11H18O2,Ester,Ester,Ester,Ester,甲酸香叶酯。,中 - 增强烟草玫瑰花香
METAB_00338,Linalyl formate,metabolite,,C11H18O2,Ester,Ester,Ester,Ester,甲酸芳樟酯。,中 - 增强烟草花香
METAB_00339,Ethyl 3-(methylthio)propanoate,metabolite,,C6H12O2S,Ester,Ester,Ester,Ester,3-甲硫基丙酸乙酯，由甲硫醇和丙烯酸乙酯加成生成。,中 - 增强烟草果香和肉香
METAB_00340,S-Methyl thioacetate,metabolite,,C3H6OS,Ester,Ester (Thioester),Ester (Thioester),Ester,硫代乙酸S-甲酯，由甲硫醇和乙酰CoA缩合生成。,中 - 增强烟草硫化物香
METAB_00341,S-Methyl thiobutyrate,metabolite,,C5H10OS,Ester,Ester (Thioester),Ester (Thioester),Ester,硫代丁酸S-甲酯。,中 - 增强烟草硫化物香
METAB_00342,S-Ethyl thioacetate,metabolite,,C4H8OS,Ester,Ester (Thioester),Ester (Thioester),Ester,硫代乙酸S-乙酯。,中 - 增强烟草硫化物香
METAB_00343,Acetic acid,metabolite,C00033,C2H4O2,Acid,Acid (Fatty acid),Acid (Fatty acid),Acid,乙酸，由乙醛氧化或丙酮酸脱羧生成，是烟草酸味和果香的基础成分。,极高 - 烟草酸味和果香的基础成分
METAB_00344,Propanoic acid (Propionic acid),metabolite,,C3H6O2,Acid,Acid (Fatty acid),Acid (Fatty acid),Acid,丙酸，由丙酸菌发酵或苏氨酸代谢生成，具有酸味和奶香。,高 - 烟草酸味和奶香的贡献者
METAB_00345,Butyric acid (Butanoic acid),metabolite,C00246,C4H8O2,Acid,Acid (Fatty acid),Acid (Fatty acid),Acid,丁酸，由丁酰CoA水解或丁醛氧化生成，具有酸味和奶香。,高 - 烟草酸味和奶香的贡献者
METAB_00346,Isobutyric acid (2-Methylpropanoic acid),metabolite,,C4H8O2,Acid,Acid (Fatty acid),Acid (Fatty acid),Acid,异丁酸，由缬氨酸经转氨和脱羧生成，具有酸味和奶香。,高 - 烟草酸味和奶香的贡献者
METAB_00347,Pentanoic acid (Valeric acid),metabolite,,C5H10O2,Acid,Acid (Fatty acid),Acid (Fatty acid),Acid,戊酸，由戊酰CoA水解或赖氨酸代谢生成，具有酸味和汗味。,中高 - 烟草酸味的贡献者
METAB_00348,2-Methylbutyric acid,metabolite,,C5H10O2,Acid,Acid (Fatty acid),Acid (Fatty acid),Acid,2-甲基丁酸，由异亮氨酸经转氨和脱羧生成，具有酸味和果香。,高 - 烟草酸味和果香的贡献者
METAB_00349,3-Methylbutyric acid (Isovaleric acid),metabolite,,C5H10O2,Acid,Acid (Fatty acid),Acid (Fatty acid),Acid,3-甲基丁酸(异戊酸)，由亮氨酸经转氨和脱羧生成，具有酸味和汗味。,高 - 烟草酸味和奶香的贡献者
METAB_00350,Hexanoic acid (Caproic acid),metabolite,,C6H12O2,Acid,Acid (Fatty acid),Acid (Fatty acid),Acid,己酸，由己酰CoA水解或脂肪酸β-氧化生成，具有酸味和蜡香。,高 - 烟草酸味和蜡香的贡献者
METAB_00351,Heptanoic acid (Enanthic acid),metabolite,,C7H14O2,Acid,Acid (Fatty acid),Acid (Fatty acid),Acid,庚酸，由庚酰CoA水解生成。,中 - 烟草酸味的贡献者
METAB_00352,Octanoic acid (Caprylic acid),metabolite,,C8H16O2,Acid,Acid (Fatty acid),Acid (Fatty acid),Acid,辛酸，由辛酰CoA水解或脂肪酸β-氧化生成，具有酸味和蜡香。,高 - 烟草酸味和蜡香的贡献者
METAB_00353,Nonanoic acid (Pelargonic acid),metabolite,,C9H18O2,Acid,Acid (Fatty acid),Acid (Fatty acid),Acid,壬酸，由壬酰CoA水解生成。,中 - 烟草酸味的贡献者
METAB_00354,Decanoic acid (Capric acid),metabolite,,C10H20O2,Acid,Acid (Fatty acid),Acid (Fatty acid),Acid,癸酸，由癸酰CoA水解或脂肪酸β-氧化生成。,高 - 烟草酸味和蜡香的贡献者
METAB_00355,Undecanoic acid,metabolite,,C11H22O2,Acid,Acid (Fatty acid),Acid (Fatty acid),Acid,十一酸。,中 - 烟草酸味的贡献者
METAB_00356,Dodecanoic acid (Lauric acid),metabolite,,C12H24O2,Acid,Acid (Fatty acid),Acid (Fatty acid),Acid,月桂酸。,中 - 烟草蜡香的贡献者
METAB_00357,Tetradecanoic acid (Myristic acid),metabolite,,C14H28O2,Acid,Acid (Fatty acid),Acid (Fatty acid),Acid,肉豆蔻酸。,中 - 烟草蜡香的贡献者
METAB_00358,Hexadecanoic acid (Palmitic acid),metabolite,,C16H32O2,Acid,Acid (Fatty acid),Acid (Fatty acid),Acid,棕榈酸，烟草中含量最高的脂肪酸之一。,高 - 烟草蜡香和烟气醇和度的贡献者
METAB_00359,Octadecanoic acid (Stearic acid),metabolite,,C18H36O2,Acid,Acid (Fatty acid),Acid (Fatty acid),Acid,硬脂酸。,中高 - 烟草蜡香的贡献者
METAB_00360,Oleic acid,metabolite,C00712,C18H34O2,Acid,Acid (Fatty acid),Acid (Fatty acid),Acid,油酸(9-十八碳烯酸)，由硬脂酸脱氢生成。,中高 - 烟草蜡香的贡献者
METAB_00361,Linoleic acid,metabolite,C01595,C18H32O2,Acid,Acid (Fatty acid),Acid (Fatty acid),Acid,"亚油酸(9,12-十八碳二烯酸)，由油酸脱氢生成。",高 - 烟草蜡香和脂肪酸前体
METAB_00362,Linolenic acid (α-Linolenic acid),metabolite,C06427,C18H30O2,Acid,Acid (Fatty acid),Acid (Fatty acid),Acid,"亚麻酸(9,12,15-十八碳三烯酸)，由亚油酸脱氢生成。",中高 - 烟草蜡香和青草香的贡献者
METAB_00363,Benzoic acid,metabolite,,C7H6O2,Acid,Acid (Aromatic acid),Acid (Aromatic acid),Acid,苯甲酸，由苯甲醛氧化或苯丙氨酸代谢生成，具有微弱甜香。,中高 - 烟草甜香的贡献者
METAB_00364,Salicylic acid,metabolite,,C7H6O3,Acid,Acid (Aromatic acid),Acid (Aromatic acid),Acid,水杨酸，由分支酸经异分支酸途径生成，是植物激素和水杨酸甲酯的前体。,高 - 水杨酸甲酯前体
METAB_00365,"Gentisic acid (2,5-Dihydroxybenzoic acid)",metabolite,,C7H6O4,Acid,Acid (Aromatic acid),Acid (Aromatic acid),Acid,"龙胆酸(2,5-二羟基苯甲酸)，由水杨酸羟基化生成。",中 - 代谢中间体
METAB_00366,Gallic acid,metabolite,,C7H6O5,Acid,Acid (Aromatic acid),Acid (Aromatic acid),Acid,"没食子酸(3,4,5-三羟基苯甲酸)，由原儿茶酸羟基化或莽草酸途径生成。",中 - 单宁前体
METAB_00367,Pyruvic acid,metabolite,,C3H4O3,Acid,Acid (Keto acid),Acid (Keto acid),Acid,丙酮酸，糖酵解的终产物，是多种风味化合物的前体。,极高 - 代谢枢纽
METAB_00368,Lactic acid,metabolite,,C3H6O3,Acid,Acid (Hydroxy acid),Acid (Hydroxy acid),Acid,乳酸，由丙酮酸还原生成，是烟草酸味和奶香的重要贡献者。,极高 - 烟草酸味和奶香的核心成分
METAB_00369,3-Hydroxybutyric acid,metabolite,,C4H8O3,Acid,Acid (Hydroxy acid),Acid (Hydroxy acid),Acid,3-羟基丁酸，由乙酰乙酰CoA还原生成。,中 - 代谢中间体
METAB_00370,Succinic acid,metabolite,C00042,C4H6O4,Acid,Acid (Dicarboxylic acid),Acid (Dicarboxylic acid),Acid,琥珀酸，TCA循环中间体，具有酸味和鲜味。,高 - 代谢中间体和酸味贡献者
METAB_00371,Fumaric acid,metabolite,C00122,C4H4O4,Acid,Acid (Dicarboxylic acid),Acid (Dicarboxylic acid),Acid,富马酸，TCA循环中间体。,中高 - 代谢中间体
METAB_00372,Malic acid,metabolite,C00149,C4H6O5,Acid,Acid (Hydroxy dicarboxylic acid),Acid (Hydroxy dicarboxylic acid),Acid,苹果酸，TCA循环中间体，具有酸味和果香。,高 - 烟草酸味和果香的贡献者
METAB_00373,Citric acid,metabolite,C00158,C6H8O7,Acid,Acid (Hydroxy tricarboxylic acid),Acid (Hydroxy tricarboxylic acid),Acid,柠檬酸，TCA循环起始化合物，具有酸味和果香。,高 - 烟草酸味和果香的贡献者
METAB_00374,Isocitric acid,metabolite,,C6H8O7,Acid,Acid (Hydroxy tricarboxylic acid),Acid (Hydroxy tricarboxylic acid),Acid,异柠檬酸，TCA循环中间体。,中 - 代谢中间体
METAB_00375,α-Ketoglutaric acid,metabolite,,C5H6O5,Acid,Acid (Keto acid),Acid (Keto acid),Acid,α-酮戊二酸，TCA循环中间体，是氨基酸合成的前体。,高 - 代谢枢纽
METAB_00376,Oxaloacetic acid,metabolite,,C4H4O5,Acid,Acid (Keto dicarboxylic acid),Acid (Keto dicarboxylic acid),Acid,草酰乙酸，TCA循环中间体。,中 - 代谢中间体
METAB_00377,Shikimic acid,metabolite,C00493,C7H10O5,Acid,Acid (Hydroxy cyclohexane carboxylic acid),Acid (Hydroxy cyclohexane carboxylic acid),Acid,莽草酸，莽草酸途径的中间体，是芳香族氨基酸和酚类化合物的前体。,高 - 芳香族化合物前体
METAB_00378,Quinic acid,metabolite,C00244,C7H12O6,Acid,Acid (Hydroxy cyclohexane carboxylic acid),Acid (Hydroxy cyclohexane carboxylic acid),Acid,奎宁酸，由莽草酸还原生成，是绿原酸的前体。,中高 - 绿原酸前体
METAB_00379,Chlorogenic acid (5-Caffeoylquinic acid),metabolite,C00352,C16H18O9,Acid,Acid (Phenolic acid ester),Acid (Phenolic acid ester),Acid,绿原酸，由咖啡酸和奎宁酸酯化生成，是烟草中重要的酚酸。,高 - 烟草酚酸和抗氧化成分
METAB_00380,Neochlorogenic acid (3-Caffeoylquinic acid),metabolite,,C16H18O9,Acid,Acid (Phenolic acid ester),Acid (Phenolic acid ester),Acid,新绿原酸，绿原酸的异构体。,中 - 酚酸
METAB_00381,Cryptochlorogenic acid (4-Caffeoylquinic acid),metabolite,,C16H18O9,Acid,Acid (Phenolic acid ester),Acid (Phenolic acid ester),Acid,隐绿原酸，绿原酸的异构体。,中 - 酚酸
METAB_00382,Feruloylquinic acid,metabolite,,C17H20O9,Acid,Acid (Phenolic acid ester),Acid (Phenolic acid ester),Acid,阿魏酰奎宁酸，由阿魏酰CoA和奎宁酸酯化生成。,中 - 酚酸
METAB_00383,p-Coumaroylquinic acid,metabolite,,C16H18O8,Acid,Acid (Phenolic acid ester),Acid (Phenolic acid ester),Acid,对香豆酰奎宁酸。,中 - 酚酸
METAB_00384,"Nicotinic acid (Niacin, Vitamin B3)",metabolite,,C6H5NO2,Acid,Acid (Heterocyclic acid),Acid (Heterocyclic acid),Acid,烟酸(维生素B3)，由喹啉酸经喹啉酸磷酸核糖转移酶途径生成，是烟草特有成分。,高 - 烟草特有成分和辅酶前体
METAB_00385,Methanol,metabolite,C00132,CH4O,Alcohol,Alcohol,Alcohol,Alcohol,甲醇，由果胶甲酯酶水解果胶或木质素降解生成。,中 - 溶剂和代谢中间体
METAB_00386,Ethanol,metabolite,C00463,C2H6O,Alcohol,Alcohol,Alcohol,Alcohol,乙醇，由丙酮酸脱羧和还原生成，是发酵的核心产物。,极高 - 发酵核心产物和溶剂
METAB_00387,1-Propanol,metabolite,,C3H8O,Alcohol,Alcohol,Alcohol,Alcohol,1-丙醇，由丙酰CoA还原或苏氨酸代谢生成。,中 - 增强烟草酒精香
METAB_00388,2-Propanol (Isopropanol),metabolite,,C3H8O,Alcohol,Alcohol,Alcohol,Alcohol,2-丙醇(异丙醇)，由丙酮还原生成。,中 - 增强烟草酒精香
METAB_00389,1-Butanol,metabolite,,C4H10O,Alcohol,Alcohol,Alcohol,Alcohol,1-丁醇，由丁酰CoA还原或丁醛还原生成。,中高 - 增强烟草酒精香和果香
METAB_00390,2-Butanol,metabolite,,C4H10O,Alcohol,Alcohol,Alcohol,Alcohol,2-丁醇，由2-丁酮还原生成。,中 - 增强烟草酒精香
METAB_00391,Isobutanol (2-Methyl-1-propanol),metabolite,,C4H10O,Alcohol,Alcohol,Alcohol,Alcohol,异丁醇(2-甲基-1-丙醇)，由缬氨酸经转氨和脱羧生成。,高 - 烟草杂醇油和果香的贡献者
METAB_00392,1-Pentanol,metabolite,,C5H12O,Alcohol,Alcohol,Alcohol,Alcohol,1-戊醇，由戊酰CoA还原生成。,中 - 增强烟草酒精香
METAB_00393,2-Pentanol,metabolite,,C5H12O,Alcohol,Alcohol,Alcohol,Alcohol,2-戊醇，由2-戊酮还原生成。,中 - 增强烟草酒精香
METAB_00394,3-Methyl-1-butanol (Isoamyl alcohol),metabolite,,C5H12O,Alcohol,Alcohol,Alcohol,Alcohol,3-甲基-1-丁醇(异戊醇)，由亮氨酸经转氨和脱羧生成，是烟草杂醇油的主要成分。,极高 - 烟草杂醇油和果香的核心成分
METAB_00395,2-Methyl-1-butanol (Active amyl alcohol),metabolite,,C5H12O,Alcohol,Alcohol,Alcohol,Alcohol,2-甲基-1-丁醇(活性戊醇)，由异亮氨酸经转氨和脱羧生成。,高 - 烟草杂醇油的贡献者
METAB_00396,3-Methyl-2-butanol,metabolite,,C5H12O,Alcohol,Alcohol,Alcohol,Alcohol,3-甲基-2-丁醇。,中 - 增强烟草酒精香
METAB_00397,1-Hexanol,metabolite,,C6H14O,Alcohol,Alcohol,Alcohol,Alcohol,1-己醇，由己酰CoA还原或亚油酸氧化生成，具有青草香和果香。,高 - 烟草青草香和果香的贡献者
METAB_00398,(E)-2-Hexen-1-ol,metabolite,,C6H12O,Alcohol,Alcohol,Alcohol,Alcohol,(E)-2-己烯-1-醇，由(E)-2-己烯醛还原生成，具有青草香。,中高 - 烟草青草香的贡献者
METAB_00399,(Z)-3-Hexen-1-ol (Leaf alcohol),metabolite,,C6H12O,Alcohol,Alcohol,Alcohol,Alcohol,(Z)-3-己烯-1-醇(叶醇)，由(Z)-3-己烯醛还原生成，具有新鲜青草香。,高 - 烟草青草香的核心成分
METAB_00400,1-Heptanol,metabolite,,C7H16O,Alcohol,Alcohol,Alcohol,Alcohol,1-庚醇，由庚酰CoA还原生成。,中 - 增强烟草果香和蜡香
METAB_00401,1-Octen-3-ol,metabolite,,C8H16O,Alcohol,Alcohol,Alcohol,Alcohol,1-辛烯-3-醇(蘑菇醇)，由亚油酸经脂氧合酶途径生成，具有蘑菇香。,高 - 烟草蘑菇香的核心成分
METAB_00402,1-Octanol,metabolite,,C8H18O,Alcohol,Alcohol,Alcohol,Alcohol,1-辛醇，由辛酰CoA还原或辛醛还原生成。,中高 - 增强烟草蜡香和果香
METAB_00403,1-Nonanol,metabolite,,C9H20O,Alcohol,Alcohol,Alcohol,Alcohol,1-壬醇，由壬酰CoA还原生成。,中 - 增强烟草蜡香和果香
METAB_00404,1-Decanol,metabolite,,C10H22O,Alcohol,Alcohol,Alcohol,Alcohol,1-癸醇，由癸酰CoA还原生成。,中 - 增强烟草蜡香
METAB_00405,1-Dodecanol (Lauryl alcohol),metabolite,,C12H26O,Alcohol,Alcohol,Alcohol,Alcohol,1-十二醇(月桂醇)。,中 - 增强烟草蜡香
METAB_00406,1-Tetradecanol (Myristyl alcohol),metabolite,,C14H30O,Alcohol,Alcohol,Alcohol,Alcohol,1-十四醇(肉豆蔻醇)。,中 - 增强烟草蜡香
METAB_00407,1-Hexadecanol (Cetyl alcohol),metabolite,,C16H34O,Alcohol,Alcohol,Alcohol,Alcohol,1-十六醇(鲸蜡醇)。,中 - 增强烟草蜡香
METAB_00408,"2,3-Butanediol",metabolite,,C4H10O2,Alcohol,Alcohol (Diol),Alcohol (Diol),Alcohol,"2,3-丁二醇，由乙偶姻还原生成，具有甜香和果香。",高 - 烟草甜香和果香的贡献者
METAB_00409,"1,3-Butanediol",metabolite,,C4H10O2,Alcohol,Alcohol (Diol),Alcohol (Diol),Alcohol,"1,3-丁二醇。",中 - 增强烟草甜香
METAB_00410,"1,2-Propanediol (Propylene glycol)",metabolite,,C3H8O2,Alcohol,Alcohol (Diol),Alcohol (Diol),Alcohol,"1,2-丙二醇(丙二醇)。",中 - 溶剂和保湿剂
METAB_00411,"1,3-Propanediol",metabolite,,C3H8O2,Alcohol,Alcohol (Diol),Alcohol (Diol),Alcohol,"1,3-丙二醇。",中 - 增强烟草甜香
METAB_00412,Glycerol,metabolite,C00116,C3H8O3,Alcohol,Alcohol (Polyol),Alcohol (Polyol),Alcohol,甘油(丙三醇)，由甘油醛-3-磷酸还原或脂肪水解生成，是烟草甜香和保湿的重要成分。,极高 - 烟草甜香和保湿的核心成分
METAB_00413,Erythritol,metabolite,,C4H10O4,Alcohol,Alcohol (Polyol),Alcohol (Polyol),Alcohol,赤藓糖醇，由赤藓糖还原生成。,中 - 增强烟草甜香
METAB_00414,Mannitol,metabolite,C00392,C6H14O6,Alcohol,Alcohol (Polyol),Alcohol (Polyol),Alcohol,甘露醇，由果糖还原生成，是烟草甜香的贡献者。,高 - 烟草甜香的贡献者
METAB_00415,Sorbitol,metabolite,C00794,C6H14O6,Alcohol,Alcohol (Polyol),Alcohol (Polyol),Alcohol,山梨醇，由葡萄糖还原生成。,中高 - 增强烟草甜香
METAB_00416,Inositol (myo-Inositol),metabolite,,C6H12O6,Alcohol,Alcohol (Cyclitol),Alcohol (Cyclitol),Alcohol,肌醇(肌糖)，由葡萄糖-6-磷酸环化生成。,中高 - 烟草甜香的贡献者
METAB_00417,2-Phenylethanol,metabolite,C02466,C8H10O,Alcohol,Alcohol (Aromatic alcohol),Alcohol (Aromatic alcohol),Alcohol,苯乙醇，由苯丙氨酸经Ehrlich途径生成，是烟草玫瑰花香的核心成分。,极高 - 烟草玫瑰花香的核心成分
METAB_00418,Tyrosol (4-Hydroxyphenylethanol),metabolite,,C8H10O2,Alcohol,Alcohol (Aromatic alcohol),Alcohol (Aromatic alcohol),Alcohol,酪醇(4-羟基苯乙醇)，由酪氨酸经Ehrlich途径生成。,中高 - 烟草微弱花香的贡献者
METAB_00419,Tryptophol (Indole-3-ethanol),metabolite,,C10H11NO,Alcohol,Alcohol (Aromatic alcohol),Alcohol (Aromatic alcohol),Alcohol,色醇(吲哚-3-乙醇)，由色氨酸经Ehrlich途径生成。,中 - 增强烟草花香
METAB_00420,Acetaldehyde,metabolite,C00084,C2H4O,Aldehyde,Aldehyde,Aldehyde,Aldehyde,乙醛，由丙酮酸脱羧生成，是烟草果香和青香的重要贡献者。,极高 - 烟草果香和青香的核心成分
METAB_00421,Propanal (Propionaldehyde),metabolite,,C3H6O,Aldehyde,Aldehyde,Aldehyde,Aldehyde,丙醛，由丙酮酸还原或苏氨酸代谢生成。,中 - 增强烟草青香和果香
METAB_00422,Butanal (Butyraldehyde),metabolite,,C4H8O,Aldehyde,Aldehyde,Aldehyde,Aldehyde,丁醛，由丁酰CoA还原生成。,中 - 增强烟草青香和果香
METAB_00423,Isobutyraldehyde (2-Methylpropanal),metabolite,,C4H8O,Aldehyde,Aldehyde,Aldehyde,Aldehyde,异丁醛(2-甲基丙醛)，由缬氨酸经转氨和脱羧生成。,高 - 烟草麦芽香和果香的贡献者
METAB_00424,3-Methylbutanal (Isovaleraldehyde),metabolite,,C5H10O,Aldehyde,Aldehyde,Aldehyde,Aldehyde,3-甲基丁醛(异戊醛)，由亮氨酸经转氨和脱羧生成。,极高 - 烟草麦芽香和巧克力香的核心成分
METAB_00425,Pentanal (Valeraldehyde),metabolite,,C5H10O,Aldehyde,Aldehyde,Aldehyde,Aldehyde,戊醛，由戊酰CoA还原或亚油酸氧化生成。,中 - 增强烟草青香和果香
METAB_00426,Hexanal,metabolite,,C6H12O,Aldehyde,Aldehyde,Aldehyde,Aldehyde,己醛，由亚油酸经脂氧合酶途径生成，是烟草青草香的核心成分。,极高 - 烟草青草香的核心成分
METAB_00427,(E)-2-Hexenal (Leaf aldehyde),metabolite,,C6H10O,Aldehyde,Aldehyde,Aldehyde,Aldehyde,(E)-2-己烯醛(叶醛)，由亚麻酸经脂氧合酶途径生成，具有青草香。,高 - 烟草青草香的贡献者
METAB_00428,(Z)-3-Hexenal,metabolite,,C6H10O,Aldehyde,Aldehyde,Aldehyde,Aldehyde,(Z)-3-己烯醛，由亚麻酸经脂氧合酶途径生成，具有新鲜青草香。,高 - 烟草新鲜青草香的核心成分
METAB_00429,Heptanal,metabolite,,C7H14O,Aldehyde,Aldehyde,Aldehyde,Aldehyde,庚醛，由庚酰CoA还原或亚油酸氧化生成。,中 - 增强烟草青香和果香
METAB_00430,(E)-2-Heptenal,metabolite,,C7H12O,Aldehyde,Aldehyde,Aldehyde,Aldehyde,(E)-2-庚烯醛，由亚油酸氧化生成。,中 - 增强烟草青香和脂肪香
METAB_00431,Octanal,metabolite,,C8H16O,Aldehyde,Aldehyde,Aldehyde,Aldehyde,辛醛，由辛酰CoA还原或亚油酸氧化生成，具有果香和蜡香。,中高 - 烟草果香和蜡香的贡献者
METAB_00432,(E)-2-Octenal,metabolite,,C8H14O,Aldehyde,Aldehyde,Aldehyde,Aldehyde,(E)-2-辛烯醛，由亚油酸氧化生成。,中 - 增强烟草脂肪香和果香
METAB_00433,Nonanal,metabolite,,C9H18O,Aldehyde,Aldehyde,Aldehyde,Aldehyde,壬醛，由油酸氧化或壬酰CoA还原生成，具有蜡香和柑橘香。,高 - 烟草蜡香和柑橘香的贡献者
METAB_00434,(E)-2-Nonenal,metabolite,,C9H16O,Aldehyde,Aldehyde,Aldehyde,Aldehyde,(E)-2-壬烯醛，由亚油酸氧化生成，具有黄瓜香。,高 - 香气阈值极低，烟草黄瓜香的贡献者
METAB_00435,Decanal,metabolite,,C10H20O,Aldehyde,Aldehyde,Aldehyde,Aldehyde,癸醛，由油酸氧化或癸酰CoA还原生成，具有蜡香和柑橘香。,中高 - 烟草蜡香和柑橘香的贡献者
METAB_00436,(E)-2-Decenal,metabolite,,C10H18O,Aldehyde,Aldehyde,Aldehyde,Aldehyde,(E)-2-癸烯醛，由亚油酸氧化生成。,中 - 增强烟草脂肪香和蜡香
METAB_00437,"(E,E)-2,4-Decadienal",metabolite,,C10H16O,Aldehyde,Aldehyde,Aldehyde,Aldehyde,"(E,E)-2,4-癸二烯醛，由亚油酸氧化生成，具有油炸食品香。",高 - 香气阈值低，烟草油炸香的贡献者
METAB_00438,"(E,E)-2,4-Heptadienal",metabolite,,C7H10O,Aldehyde,Aldehyde,Aldehyde,Aldehyde,"(E,E)-2,4-庚二烯醛，由亚麻酸氧化生成。",中 - 增强烟草脂肪香和青香
METAB_00439,"(E,E)-2,4-Nonadienal",metabolite,,C9H14O,Aldehyde,Aldehyde,Aldehyde,Aldehyde,"(E,E)-2,4-壬二烯醛，由亚油酸氧化生成。",中高 - 增强烟草脂肪香和油炸香
METAB_00440,Formaldehyde,metabolite,C00067,CH2O,Aldehyde,Aldehyde,Aldehyde,Aldehyde,甲醛，由甲醇氧化或甲胺代谢生成。,低 - 刺激性气味
METAB_00441,Acetone,metabolite,C00207,C3H6O,Ketone,Ketone,Ketone,Ketone,丙酮，由乙酰乙酸脱羧或异丙醇氧化生成。,中 - 溶剂和代谢中间体
METAB_00442,2-Butanone (Methyl ethyl ketone),metabolite,,C4H8O,Ketone,Ketone,Ketone,Ketone,2-丁酮(甲乙酮)，由2-丁醇氧化或丁酰CoA降解生成。,中高 - 增强烟草果香和甜香
METAB_00443,2-Pentanone,metabolite,,C5H10O,Ketone,Ketone,Ketone,Ketone,2-戊酮，由2-戊醇氧化或戊酰CoA降解生成。,中 - 增强烟草果香和甜香
METAB_00444,2-Heptanone,metabolite,,C7H14O,Ketone,Ketone,Ketone,Ketone,2-庚酮，由2-庚醇氧化或庚酰CoA降解生成，具有果香和蜡香。,中高 - 烟草果香和蜡香的贡献者
METAB_00445,2-Octanone,metabolite,,C8H16O,Ketone,Ketone,Ketone,Ketone,2-辛酮，由2-辛醇氧化或辛酰CoA降解生成。,中高 - 增强烟草果香和蜡香
METAB_00446,2-Nonanone,metabolite,,C9H18O,Ketone,Ketone,Ketone,Ketone,2-壬酮，由2-壬醇氧化或壬酰CoA降解生成，具有果香和蜡香。,中高 - 烟草果香和蜡香的贡献者
METAB_00447,2-Decanone,metabolite,,C10H20O,Ketone,Ketone,Ketone,Ketone,2-癸酮，由2-癸醇氧化或癸酰CoA降解生成。,中 - 增强烟草蜡香和果香
METAB_00448,2-Undecanone,metabolite,,C11H22O,Ketone,Ketone,Ketone,Ketone,2-十一酮，由2-十一醇氧化或十一酰CoA降解生成。,中 - 增强烟草蜡香和果香
METAB_00449,2-Dodecanone,metabolite,,C12H24O,Ketone,Ketone,Ketone,Ketone,2-十二酮。,中 - 增强烟草蜡香
METAB_00450,3-Pentanone (Diethyl ketone),metabolite,,C5H10O,Ketone,Ketone,Ketone,Ketone,3-戊酮(二乙酮)。,中 - 增强烟草果香和甜香
